 num     #instances         #bytes  class name (module)
2790:             2             64  org.springframework.cloud.stream.binder.kafka.streams.KafkaStreamsJaasConfiguration$$SpringCGLIB$$0
2791:             2             64  org.springframework.cloud.stream.binder.kafka.streams.MultiBinderPropertiesConfiguration$$SpringCGLIB$$0
2792:             1             64  org.springframework.cloud.stream.function.StreamBridge$1
2793:             2             64  org.springframework.cloud.vault.config.VaultProperties$AppRoleProperties
2794:             2             64  org.springframework.cloud.vault.config.VaultProperties$AwsEc2Properties
2795:             2             64  org.springframework.cloud.vault.config.VaultProperties$AwsIamProperties
2796:             2             64  org.springframework.cloud.vault.config.VaultProperties$AzureMsiProperties
2797:             2             64  org.springframework.cloud.vault.config.VaultProperties$ConfigLifecycle
2798:             2             64  org.springframework.cloud.vault.config.VaultProperties$PcfProperties
2799:             4             64  org.springframework.core.OrderComparator
2800:             1             64  org.springframework.core.annotation.AnnotationAttributes
2801:             4             64  org.springframework.core.env.MutablePropertySources
2802:             2             64  org.springframework.core.env.StandardEnvironment
2803:             1             64  org.springframework.core.task.SimpleAsyncTaskExecutor
2804:             4             64  org.springframework.expression.spel.support.StandardTypeConverter
2805:             2             64  org.springframework.http.client.SimpleClientHttpRequestFactory
2806:             1             64  org.springframework.integration.core.MessagingTemplate
2807:             2             64  org.springframework.integration.handler.support.MapArgumentResolver
2808:             2             64  org.springframework.kafka.security.jaas.KafkaJaasLoginModuleInitializer
2809:             4             64  org.springframework.kafka.support.AbstractKafkaHeaderMapper$NeverMatchHeaderMatcher
2810:             4             64  org.springframework.messaging.converter.DefaultContentTypeResolver
2811:             2             64  org.springframework.messaging.handler.annotation.support.HeaderMethodArgumentResolver
2812:             4             64  org.springframework.retry.backoff.ThreadWaitSleeper
2813:             1             64  org.springframework.security.oauth2.server.resource.web.authentication.BearerTokenAuthenticationFilter
2814:             2             64  org.springframework.security.rsa.crypto.RsaAlgorithm
2815:             1             64  org.springframework.security.web.FilterChainProxy
2816:             1             64  org.springframework.security.web.access.ExceptionTranslationFilter
2817:             2             64  org.springframework.security.web.authentication.logout.SecurityContextLogoutHandler
2818:             2             64  org.springframework.util.function.SingletonSupplier
2819:             1             64  org.springframework.validation.beanvalidation.LocalValidatorFactoryBean
2820:             2             64  org.springframework.validation.beanvalidation.MethodValidationAdapter
2821:             4             64  org.springframework.vault.client.SimpleVaultEndpointProvider
2822:             4             64  org.springframework.web.method.annotation.ModelMethodProcessor
2823:             4             64  org.springframework.web.servlet.mvc.method.RequestMappingInfoHandlerMethodMappingNamingStrategy
2824:             2             64  org.springframework.web.servlet.resource.PathResourceResolver
2825:             1             64  org.springframework.web.servlet.view.AbstractCachingViewResolver$2
2826:             2             64  org.springframework.web.util.DefaultUriBuilderFactory
2827:             2             64  reactor.core.publisher.ImmutableSignal
2828:             1             64  reactor.netty.internal.shaded.reactor.pool.DefaultPoolConfig
2829:             1             64  reactor.netty.resources.DefaultLoopResources
2830:             2             64  sun.security.provider.FileInputStreamPool$StreamRef (java.base@17.0.13)
2831:             1             64  sun.security.provider.certpath.ldap.JdkLDAP$ProviderService (java.naming@17.0.13)
2832:             2             64  sun.security.rsa.RSAUtil$KeyType (java.base@17.0.13)
2833:             1             64  sun.security.smartcardio.SunPCSC$ProviderService (java.smartcardio@17.0.13)
2834:             2             64  sun.security.ssl.Alert$Level (java.base@17.0.13)
2835:             2             64  sun.security.ssl.CertStatusExtension$CertStatusRequestType (java.base@17.0.13)
2836:             2             64  sun.security.ssl.CertStatusExtension$OCSPStatusRequest (java.base@17.0.13)
2837:             2             64  sun.security.ssl.PskKeyExchangeModesExtension$PskKeyExchangeMode (java.base@17.0.13)
2838:             4             64  sun.security.ssl.SSLCipher$T11BlockReadCipherGenerator (java.base@17.0.13)
2839:             4             64  sun.security.ssl.SSLCipher$T11BlockWriteCipherGenerator (java.base@17.0.13)
2840:             1             64  sun.security.ssl.SSLSocketInputRecord (java.base@17.0.13)
2841:             1             64  sun.security.ssl.SSLSocketOutputRecord (java.base@17.0.13)
2842:             2             64  sun.security.util.DisabledAlgorithmConstraints$DenyAfterConstraint (java.base@17.0.13)
2843:             2             64  sun.security.x509.NetscapeCertTypeExtension (java.base@17.0.13)
2844:             1             56  [Lcom.dynatrace.agent.introspection.uem.ApplicationDetectionRule;
2845:             1             56  [Lcom.fasterxml.jackson.databind.cfg.CoercionInputShape;
2846:             1             56  [Lcom.sun.org.apache.xerces.internal.impl.XMLScanner$NameType; (java.xml@17.0.13)
2847:             1             56  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityManager$Limit; (java.xml@17.0.13)
2848:             1             56  [Ljava.lang.Runnable; (java.base@17.0.13)
2849:             1             56  [Ljava.nio.file.StandardOpenOption; (java.base@17.0.13)
2850:             1             56  [Ljava.text.Format; (java.base@17.0.13)
2851:             1             56  [Lorg.apache.kafka.common.config.ConfigDef$Type;
2852:             1             56  [Lorg.apache.tomcat.util.net.AbstractEndpoint$Handler$SocketState;
2853:             1             56  [Lorg.springframework.security.oauth2.jose.jws.SignatureAlgorithm;
2854:             1             56  [Lreactor.core.publisher.SignalType;
2855:             2             56  [Lreactor.netty.http.HttpProtocol;
2856:             1             56  brave.internal.recorder.PendingSpans
2857:             1             56  ch.qos.logback.core.joran.spi.SaxEventInterpreter
2858:             1             56  com.dynatrace.agent.introspection.agentcore.AgentCoreSensor
2859:             1             56  com.dynatrace.agent.introspection.exception.ExceptionSensor
2860:             1             56  com.dynatrace.agent.introspection.http.HttpSensor
2861:             1             56  com.dynatrace.agent.introspection.messaging.kafka.KafkaSensor
2862:             1             56  com.dynatrace.agent.introspection.netty.NettySensor
2863:             1             56  com.dynatrace.agent.introspection.servlet.ServletSensor
2864:             1             56  com.dynatrace.agent.introspection.threading.ThreadingSensor
2865:             1             56  com.dynatrace.agent.introspection.uem.UemSensor
2866:             1             56  com.dynatrace.agent.introspection.uem.mobile.MobileRUMConfiguration
2867:             1             56  com.dynatrace.agent.util.reflector.CachingReflector
2868:             1             56  com.dynatrace.agent.util.reflector.PublicOnlyCachingReflector
2869:             1             56  com.fasterxml.classmate.types.ResolvedObjectType
2870:             1             56  com.fasterxml.jackson.databind.type.ArrayType
2871:             1             56  com.fasterxml.jackson.datatype.jsr310.ser.InstantSerializer
2872:             1             56  com.fasterxml.jackson.datatype.jsr310.ser.OffsetDateTimeSerializer
2873:             1             56  com.fasterxml.jackson.datatype.jsr310.ser.ZonedDateTimeSerializer
2874:             1             56  io.micrometer.context.DefaultContextSnapshot
2875:             1             56  io.micrometer.core.instrument.binder.jvm.JvmGcMetrics
2876:             1             56  io.micrometer.core.instrument.binder.logging.MetricsTurboFilter
2877:             1             56  java.lang.invoke.BoundMethodHandle$Specializer (java.base@17.0.13)
2878:             1             56  java.util.ServiceLoader (java.base@17.0.13)
2879:             1             56  java.util.logging.LogManager (java.logging@17.0.13)
2880:             1             56  javax.security.auth.login.LoginContext (java.base@17.0.13)
2881:             1             56  jdk.internal.org.objectweb.asm.Label (java.base@17.0.13)
2882:             1             56  org.apache.catalina.loader.WebappLoader
2883:             1             56  org.apache.catalina.util.StandardSessionIdGenerator
